"colony_id","spp","species","year","area_cm2","area_cm2_next"
144,"AL","Acropora spathulata",2009,387.756709626264,268.732260345676
145,"AL","Acropora spathulata",2009,307.336310674089,321.863983727645
145,"AL","Acropora spathulata",2010,321.863983727645,358.738382048647
145,"AL","Acropora spathulata",2011,358.738382048647,374.414748980772
145,"AL","Acropora spathulata",2012,374.414748980772,190.315904296332
146,"AL","Acropora spathulata",2009,227.943451601477,413.52095157025
146,"AL","Acropora spathulata",2010,413.52095157025,581.68931349941
146,"AL","Acropora spathulata",2011,581.68931349941,274.626053673303
147,"AL","Acropora spathulata",2009,344.923639776988,329.390491337514
147,"AL","Acropora spathulata",2010,329.390491337514,342.555183625225
147,"AL","Acropora spathulata",2011,342.555183625225,240.250626224005
147,"AL","Acropora spathulata",2012,240.250626224005,13.5598493363817
148,"AL","Acropora spathulata",2009,273.490170673787,330.605923841627
148,"AL","Acropora spathulata",2010,330.605923841627,362.982613251606
148,"AL","Acropora spathulata",2011,362.982613251606,389.919890394689
148,"AL","Acropora spathulata",2012,389.919890394689,385.811507107097
148,"AL","Acropora spathulata",2013,385.811507107097,449.464893775816
151,"AL","Acropora spathulata",2009,418.225127321614,434.581872030012
151,"AL","Acropora spathulata",2010,434.581872030012,403.820724441122
151,"AL","Acropora spathulata",2011,403.820724441122,312.762511715866
152,"AL","Acropora spathulata",2009,407.848601122509,546.619341844742
152,"AL","Acropora spathulata",2010,546.619341844742,776.325107567111
152,"AL","Acropora spathulata",2011,776.325107567111,480.070720584288
152,"AL","Acropora spathulata",2012,480.070720584288,506.85555156467
152,"AL","Acropora spathulata",2013,506.85555156467,506.735124393609
154,"AL","Acropora spathulata",2009,313.198563071162,555.150997400354
154,"AL","Acropora spathulata",2010,555.150997400354,957.435799423996
154,"AL","Acropora spathulata",2011,957.435799423996,1195.72935337907
154,"AL","Acropora spathulata",2012,1195.72935337907,331.4901687591
155,"AL","Acropora spathulata",2009,320.799056683574,308.66747439887
155,"AL","Acropora spathulata",2010,308.66747439887,367.236570322661
155,"AL","Acropora spathulata",2011,367.236570322661,401.44733388587
156,"AL","Acropora spathulata",2009,146.194984796637,264.651631298191
156,"AL","Acropora spathulata",2010,264.651631298191,379.58406640618
156,"AL","Acropora spathulata",2011,379.58406640618,335.223854128123
156,"AL","Acropora spathulata",2012,335.223854128123,196.245996830498
156,"AL","Acropora spathulata",2013,196.245996830498,21.7491285071334
157,"AL","Acropora spathulata",2009,1421.82892010726,1865.7539134809
157,"AL","Acropora spathulata",2010,1865.7539134809,2358.74882579576
157,"AL","Acropora spathulata",2011,2358.74882579576,79.8912482588296
158,"AL","Acropora spathulata",2010,222.661153157738,281.706455999234
158,"AL","Acropora spathulata",2011,281.706455999234,284.940085563439
159,"AL","Acropora spathulata",2010,526.675979230896,603.734051588167
159,"AL","Acropora spathulata",2011,603.734051588167,785.217179941377
159,"AL","Acropora spathulata",2012,785.217179941377,320.014145207779
159,"AL","Acropora spathulata",2013,320.014145207779,197.340277489652
160,"AM","Acropora millepora",2009,327.789715472581,87.3302998699706
160,"AM","Acropora millepora",2010,87.3302998699706,82.1528368198852
160,"AM","Acropora millepora",2011,82.1528368198852,49.7037181184229
160,"AM","Acropora millepora",2012,49.7037181184229,23.867654123144
161,"AM","Acropora millepora",2009,189.994623880396,144.073759227294
161,"AM","Acropora millepora",2010,144.073759227294,247.664902457207
161,"AM","Acropora millepora",2011,247.664902457207,204.32472979445
163,"AM","Acropora millepora",2009,251.96665943094,231.607701302202
163,"AM","Acropora millepora",2010,231.607701302202,225.34947377278
164,"AM","Acropora millepora",2009,59.5648364824795,53.6541374889038
164,"AM","Acropora millepora",2010,53.6541374889038,24.7556997804886
165,"AM","Acropora millepora",2009,220.639315033308,47.9162219824183
165,"AM","Acropora millepora",2010,47.9162219824183,41.4132983779562
165,"AM","Acropora millepora",2011,41.4132983779562,30.663999996361
166,"AM","Acropora millepora",2009,260.221133955786,245.260294209373
166,"AM","Acropora millepora",2010,245.260294209373,304.063480042906
166,"AM","Acropora millepora",2011,304.063480042906,221.043450401051
166,"AM","Acropora millepora",2012,221.043450401051,29.4871299873099
167,"AM","Acropora millepora",2009,524.591012020381,626.584800449614
167,"AM","Acropora millepora",2010,626.584800449614,770.402589471234
168,"AM","Acropora millepora",2009,263.578256947708,175.685286769348
168,"AM","Acropora millepora",2010,175.685286769348,58.6746192031106
169,"AM","Acropora millepora",2009,489.166211943275,517.735060563889
169,"AM","Acropora millepora",2010,517.735060563889,781.872351888343
169,"AM","Acropora millepora",2011,781.872351888343,444.4200708976
170,"AM","Acropora millepora",2009,599.008420455827,549.910164123474
170,"AM","Acropora millepora",2010,549.910164123474,273.766524745916
170,"AM","Acropora millepora",2011,273.766524745916,125.024064542741
172,"AM","Acropora millepora",2009,272.276844350277,299.622344115385
173,"AM","Acropora millepora",2009,562.379060237494,289.561813943462
173,"AM","Acropora millepora",2010,289.561813943462,350.38102361769
173,"AM","Acropora millepora",2011,350.38102361769,37.0034552111231
174,"AM","Acropora millepora",2009,1268.62910101461,1390.67194851104
174,"AM","Acropora millepora",2010,1390.67194851104,1434.02143688213
174,"AM","Acropora millepora",2011,1434.02143688213,1022.47283534521
174,"AM","Acropora millepora",2012,1022.47283534521,26.0185214503028
175,"AL","Acropora spathulata",2009,139.250334357185,297.430032863535
175,"AL","Acropora spathulata",2010,297.430032863535,424.57416989544
175,"AL","Acropora spathulata",2011,424.57416989544,579.422172666755
175,"AL","Acropora spathulata",2012,579.422172666755,780.239836444646
175,"AL","Acropora spathulata",2013,780.239836444646,478.03307411868
177,"AM","Acropora millepora",2009,393.100584920904,283.169757414
178,"AM","Acropora millepora",2009,297.19404771783,302.806384596129
178,"AM","Acropora millepora",2010,302.806384596129,378.296726861388
179,"AM","Acropora millepora",2009,301.567923166078,321.82217332542
179,"AM","Acropora millepora",2010,321.82217332542,307.130073205029
179,"AM","Acropora millepora",2011,307.130073205029,307.112647919492
182,"AM","Acropora millepora",2009,98.1894616556312,173.758542429147
182,"AM","Acropora millepora",2010,173.758542429147,309.621074307261
182,"AM","Acropora millepora",2011,309.621074307261,394.242082318323
182,"AM","Acropora millepora",2012,394.242082318323,360.006822015672
182,"AM","Acropora millepora",2013,360.006822015672,235.669369119439
183,"AM","Acropora millepora",2009,132.363745888267,227.50600434039
183,"AM","Acropora millepora",2010,227.50600434039,309.547513468734
183,"AM","Acropora millepora",2011,309.547513468734,190.221859240337
183,"AM","Acropora millepora",2012,190.221859240337,173.107051651712
184,"AM","Acropora millepora",2009,120.714391186802,199.911135704558
184,"AM","Acropora millepora",2010,199.911135704558,169.701366583061
185,"AM","Acropora millepora",2009,192.9096431301,86.2505326987793
186,"AM","Acropora millepora",2009,186.525253410654,215.166767935754
186,"AM","Acropora millepora",2010,215.166767935754,264.530468971586
186,"AM","Acropora millepora",2011,264.530468971586,112.329843860853
187,"AM","Acropora millepora",2009,250.392254668678,350.784005445777
187,"AM","Acropora millepora",2010,350.784005445777,227.647228313434
188,"AM","Acropora millepora",2009,356.034225861123,281.886073334391
188,"AM","Acropora millepora",2010,281.886073334391,202.630651063505
188,"AM","Acropora millepora",2011,202.630651063505,48.7407243618191
191,"AN","Acropora nasuta",2009,518.359440022052,382.817726441644
191,"AN","Acropora nasuta",2010,382.817726441644,303.448966220151
191,"AN","Acropora nasuta",2011,303.448966220151,523.79041111139
191,"AN","Acropora nasuta",2012,523.79041111139,339.561847902072
192,"AN","Acropora nasuta",2009,858.642512747707,1114.56358545041
192,"AN","Acropora nasuta",2010,1114.56358545041,1275.79164682949
193,"AN","Acropora nasuta",2009,648.593921859047,701.233526676823
193,"AN","Acropora nasuta",2010,701.233526676823,746.538094744683
193,"AN","Acropora nasuta",2011,746.538094744683,470.749841090067
194,"AN","Acropora nasuta",2009,216.456256845166,258.569561631525
194,"AN","Acropora nasuta",2010,258.569561631525,200.220681321069
194,"AN","Acropora nasuta",2011,200.220681321069,159.835700621178
194,"AN","Acropora nasuta",2012,159.835700621178,36.5546106543865
195,"AN","Acropora nasuta",2009,339.35191442486,308.32211038787
195,"AN","Acropora nasuta",2010,308.32211038787,137.096659466053
196,"AN","Acropora nasuta",2009,323.152682245936,495.296806765296
196,"AN","Acropora nasuta",2010,495.296806765296,455.825525454971
196,"AN","Acropora nasuta",2011,455.825525454971,298.889882348794
196,"AN","Acropora nasuta",2012,298.889882348794,214.274107610286
196,"AN","Acropora nasuta",2013,214.274107610286,97.0178759995816
197,"AN","Acropora nasuta",2009,302.845699129462,411.575079835294
197,"AN","Acropora nasuta",2010,411.575079835294,508.850231730376
197,"AN","Acropora nasuta",2011,508.850231730376,192.610139994349
197,"AN","Acropora nasuta",2012,192.610139994349,269.835321841535
197,"AN","Acropora nasuta",2013,269.835321841535,435.571860935528
198,"AN","Acropora nasuta",2009,640.183288606589,526.829693732829
198,"AN","Acropora nasuta",2010,526.829693732829,327.691114586337
198,"AN","Acropora nasuta",2011,327.691114586337,297.110657131571
199,"AN","Acropora nasuta",2009,233.963257401931,92.6398116626401
199,"AN","Acropora nasuta",2010,92.6398116626401,218.516612122206
199,"AN","Acropora nasuta",2011,218.516612122206,333.147617470739
199,"AN","Acropora nasuta",2012,333.147617470739,402.183308677697
199,"AN","Acropora nasuta",2013,402.183308677697,544.422165589292
201,"AN","Acropora nasuta",2009,616.848725932284,576.24243332349
201,"AN","Acropora nasuta",2010,576.24243332349,261.578786837045
201,"AN","Acropora nasuta",2011,261.578786837045,153.419844501896
203,"AN","Acropora nasuta",2009,150.357584259459,178.050010746698
203,"AN","Acropora nasuta",2010,178.050010746698,180.123539397433
203,"AN","Acropora nasuta",2011,180.123539397433,203.230364294533
203,"AN","Acropora nasuta",2012,203.230364294533,65.7640784586929
204,"AN","Acropora nasuta",2009,1087.99726405235,1052.14192090092
204,"AN","Acropora nasuta",2010,1052.14192090092,1266.95103149252
205,"AN","Acropora nasuta",2009,316.79208255664,299.093957171154
207,"AN","Acropora nasuta",2009,235.663449256332,151.760038790205
208,"AN","Acropora nasuta",2009,177.063601613931,221.807127361065
208,"AN","Acropora nasuta",2010,221.807127361065,385.80033856564
209,"AN","Acropora nasuta",2009,807.95417516532,559.994857608662
211,"AN","Acropora nasuta",2009,204.047867482572,96.2095834974342
213,"AN","Acropora nasuta",2009,150.757128609039,235.104900995376
214,"AN","Acropora nasuta",2009,672.6934100649,990.565139634522
214,"AN","Acropora nasuta",2010,990.565139634522,1123.04703520684
214,"AN","Acropora nasuta",2011,1123.04703520684,1081.00845782499
217,"AN","Acropora nasuta",2009,229.609998600635,228.477483182193
217,"AN","Acropora nasuta",2010,228.477483182193,81.2072849498668
217,"AN","Acropora nasuta",2011,81.2072849498668,15.4510568063209
218,"AN","Acropora nasuta",2009,538.766964974378,383.639647002965
218,"AN","Acropora nasuta",2010,383.639647002965,392.271198058586
218,"AN","Acropora nasuta",2011,392.271198058586,437.958986333509
219,"AN","Acropora nasuta",2009,618.815061147526,545.402962805272
219,"AN","Acropora nasuta",2010,545.402962805272,605.308452316786
219,"AN","Acropora nasuta",2011,605.308452316786,679.39803782989
219,"AN","Acropora nasuta",2012,679.39803782989,194.228193884444
220,"AN","Acropora nasuta",2009,296.77506204067,178.521191013949
220,"AN","Acropora nasuta",2010,178.521191013949,234.316214854329
220,"AN","Acropora nasuta",2011,234.316214854329,346.095612309098
220,"AN","Acropora nasuta",2012,346.095612309098,297.578429913823
220,"AN","Acropora nasuta",2013,297.578429913823,360.738839611054
221,"AN","Acropora nasuta",2009,323.363506510579,460.241738215532
221,"AN","Acropora nasuta",2010,460.241738215532,577.627530869456
221,"AN","Acropora nasuta",2011,577.627530869456,321.932567202809
222,"AN","Acropora nasuta",2009,630.49049452993,576.551678641271
222,"AN","Acropora nasuta",2010,576.551678641271,637.767164357595
223,"AN","Acropora nasuta",2009,438.524437736556,516.757303695374
223,"AN","Acropora nasuta",2010,516.757303695374,465.401327462
224,"AN","Acropora nasuta",2009,223.14349282239,372.964492119804
224,"AN","Acropora nasuta",2010,372.964492119804,434.95515270665
224,"AN","Acropora nasuta",2011,434.95515270665,275.051185826847
225,"AN","Acropora nasuta",2009,733.280493506711,742.867452171402
225,"AN","Acropora nasuta",2010,742.867452171402,786.812360862968
225,"AN","Acropora nasuta",2011,786.812360862968,819.900244498777
226,"AN","Acropora nasuta",2009,519.888366712526,463.730849038218
226,"AN","Acropora nasuta",2010,463.730849038218,250.945749030517
227,"AN","Acropora nasuta",2009,597.978241922568,620.229774848535
227,"AN","Acropora nasuta",2010,620.229774848535,436.300200534193
228,"AN","Acropora nasuta",2009,535.846398346286,507.484831113322
228,"AN","Acropora nasuta",2010,507.484831113322,548.079367175858
229,"AN","Acropora nasuta",2009,796.357718536888,753.934893825474
229,"AN","Acropora nasuta",2010,753.934893825474,872.282150155044
230,"AN","Acropora nasuta",2009,1065.19380338636,1132.87021981615
230,"AN","Acropora nasuta",2010,1132.87021981615,1045.70863365422
230,"AN","Acropora nasuta",2011,1045.70863365422,743.405590852493
231,"AN","Acropora nasuta",2010,783.89973019273,889.878940303112
231,"AN","Acropora nasuta",2011,889.878940303112,365.282457679072
232,"AN","Acropora nasuta",2010,112.176344026795,173.142753520728
232,"AN","Acropora nasuta",2011,173.142753520728,289.085655658454
232,"AN","Acropora nasuta",2012,289.085655658454,394.950351011672
232,"AN","Acropora nasuta",2013,394.950351011672,660.388362952935
233,"AN","Acropora nasuta",2010,489.753895526158,28.9592173633612
235,"AN","Acropora nasuta",2010,108.506023199111,171.028562903799
235,"AN","Acropora nasuta",2011,171.028562903799,116.97850477837
236,"AR","Acropora robusta",2009,771.045085607349,961.670324012014
236,"AR","Acropora robusta",2010,961.670324012014,666.834923169257
236,"AR","Acropora robusta",2011,666.834923169257,302.41402219398
236,"AR","Acropora robusta",2012,302.41402219398,279.822380190811
236,"AR","Acropora robusta",2013,279.822380190811,75.4183960049051
237,"AR","Acropora robusta",2009,414.573990585472,551.719727880722
237,"AR","Acropora robusta",2010,551.719727880722,875.856681566876
237,"AR","Acropora robusta",2011,875.856681566876,742.86701294599
237,"AR","Acropora robusta",2012,742.86701294599,600.111828234796
237,"AR","Acropora robusta",2013,600.111828234796,684.972410668847
238,"AR","Acropora robusta",2009,566.9885674069,545.360905218833
238,"AR","Acropora robusta",2010,545.360905218833,756.435220706162
239,"AR","Acropora robusta",2009,353.579928816299,448.709537280426
239,"AR","Acropora robusta",2010,448.709537280426,758.496001879772
239,"AR","Acropora robusta",2011,758.496001879772,376.655895227769
239,"AR","Acropora robusta",2012,376.655895227769,299.193880566896
241,"AR","Acropora robusta",2009,536.396676479922,582.70468383428
241,"AR","Acropora robusta",2010,582.70468383428,712.764146648955
241,"AR","Acropora robusta",2011,712.764146648955,703.536769858858
241,"AR","Acropora robusta",2012,703.536769858858,503.379188167523
241,"AR","Acropora robusta",2013,503.379188167523,579.209973286135
242,"AR","Acropora robusta",2009,192.355267749816,103.799231610373
242,"AR","Acropora robusta",2010,103.799231610373,170.375025194827
243,"AR","Acropora robusta",2009,1059.73418297678,833.173251155203
243,"AR","Acropora robusta",2010,833.173251155203,1013.79487821064
244,"AR","Acropora robusta",2009,3278.00825939555,2674.23518227999
244,"AR","Acropora robusta",2010,2674.23518227999,3291.43924450271
244,"AR","Acropora robusta",2011,3291.43924450271,2008.65005827237
244,"AR","Acropora robusta",2012,2008.65005827237,1452.55210467163
244,"AR","Acropora robusta",2013,1452.55210467163,1841.89298490198
245,"AR","Acropora robusta",2009,149.918953225742,281.510803200724
245,"AR","Acropora robusta",2010,281.510803200724,182.434747656409
246,"AR","Acropora robusta",2009,2489.87283854117,1042.75847820696
246,"AR","Acropora robusta",2010,1042.75847820696,1215.84312816329
246,"AR","Acropora robusta",2011,1215.84312816329,1523.27550546732
246,"AR","Acropora robusta",2012,1523.27550546732,1456.64867914055
246,"AR","Acropora robusta",2013,1456.64867914055,1469.42826757254
247,"AR","Acropora robusta",2009,2139.89907485282,2722.20348245581
247,"AR","Acropora robusta",2010,2722.20348245581,2938.71946071265
247,"AR","Acropora robusta",2011,2938.71946071265,2422.27197921095
247,"AR","Acropora robusta",2012,2422.27197921095,395.816136798024
247,"AR","Acropora robusta",2013,395.816136798024,175.830012677785
248,"AR","Acropora robusta",2009,705.762779942374,1263.53099108124
248,"AR","Acropora robusta",2010,1263.53099108124,1553.52648848884
248,"AR","Acropora robusta",2011,1553.52648848884,1405.49848778516
248,"AR","Acropora robusta",2012,1405.49848778516,1107.46900571872
248,"AR","Acropora robusta",2013,1107.46900571872,1581.11616203283
249,"AR","Acropora robusta",2009,1949.62042187166,1327.5729875797
249,"AR","Acropora robusta",2010,1327.5729875797,1443.34835026721
249,"AR","Acropora robusta",2011,1443.34835026721,1108.85852921846
249,"AR","Acropora robusta",2012,1108.85852921846,368.499604367447
249,"AR","Acropora robusta",2013,368.499604367447,378.383881902166
250,"AR","Acropora robusta",2009,534.572649740323,29.7541084888175
250,"AR","Acropora robusta",2010,29.7541084888175,57.267048748354
251,"AR","Acropora robusta",2009,7505.18388356023,10219.0594059406
251,"AR","Acropora robusta",2010,10219.0594059406,8486.18989585641
252,"AR","Acropora robusta",2009,237.08493987772,495.996370047587
252,"AR","Acropora robusta",2010,495.996370047587,621.167773519471
252,"AR","Acropora robusta",2011,621.167773519471,662.715900394129
252,"AR","Acropora robusta",2012,662.715900394129,340.981483296383
252,"AR","Acropora robusta",2013,340.981483296383,149.637510947697
253,"AR","Acropora robusta",2009,2918.551985077,3019.19802301267
253,"AR","Acropora robusta",2010,3019.19802301267,2897.81262159183
253,"AR","Acropora robusta",2011,2897.81262159183,1030.74500800904
253,"AR","Acropora robusta",2012,1030.74500800904,1014.48383210006
253,"AR","Acropora robusta",2013,1014.48383210006,927.6428494927
254,"AR","Acropora robusta",2009,363.905221089648,443.635646266493
254,"AR","Acropora robusta",2010,443.635646266493,460.447498202094
255,"AR","Acropora robusta",2009,773.388606083723,1339.7613500306
255,"AR","Acropora robusta",2010,1339.7613500306,1541.53998652482
255,"AR","Acropora robusta",2011,1541.53998652482,1108.8004619908
255,"AR","Acropora robusta",2012,1108.8004619908,378.163357337242
255,"AR","Acropora robusta",2013,378.163357337242,76.178041364279
256,"AR","Acropora robusta",2009,396.718472901514,511.178178743034
256,"AR","Acropora robusta",2010,511.178178743034,188.220666516766
256,"AR","Acropora robusta",2011,188.220666516766,60.0870892173657
257,"AR","Acropora robusta",2009,1233.04134851065,1913.96970466277
259,"AR","Acropora robusta",2009,890.629484177932,1076.6048637833
259,"AR","Acropora robusta",2010,1076.6048637833,1080.2586369036
259,"AR","Acropora robusta",2011,1080.2586369036,1031.2180783031
259,"AR","Acropora robusta",2012,1031.2180783031,1070.99264876407
259,"AR","Acropora robusta",2013,1070.99264876407,1413.06567144699
260,"AR","Acropora robusta",2009,595.000237082122,643.370713145314
260,"AR","Acropora robusta",2010,643.370713145314,650.386224372312
260,"AR","Acropora robusta",2011,650.386224372312,673.291962092459
260,"AR","Acropora robusta",2012,673.291962092459,574.24923942369
260,"AR","Acropora robusta",2013,574.24923942369,671.954314271583
261,"AR","Acropora robusta",2009,9452.90831254482,8704.32391544343
261,"AR","Acropora robusta",2010,8704.32391544343,8146.00860528774
261,"AR","Acropora robusta",2011,8146.00860528774,9006.3481093087
261,"AR","Acropora robusta",2012,9006.3481093087,8524.42934918631
261,"AR","Acropora robusta",2013,8524.42934918631,10214.2416875665
262,"AR","Acropora robusta",2009,827.981054602029,798.772116437896
262,"AR","Acropora robusta",2010,798.772116437896,762.47325460248
262,"AR","Acropora robusta",2011,762.47325460248,844.021630012491
262,"AR","Acropora robusta",2012,844.021630012491,547.19008579985
262,"AR","Acropora robusta",2013,547.19008579985,570.774672571985
263,"AR","Acropora robusta",2009,322.142849818481,608.167958937126
263,"AR","Acropora robusta",2010,608.167958937126,373.084856051235
263,"AR","Acropora robusta",2011,373.084856051235,207.392454954604
263,"AR","Acropora robusta",2012,207.392454954604,160.131803437829
263,"AR","Acropora robusta",2013,160.131803437829,228.296271197499
264,"AR","Acropora robusta",2009,639.703715094845,714.359964647027
264,"AR","Acropora robusta",2010,714.359964647027,400.875938355576
265,"AR","Acropora robusta",2009,379.588476098555,245.529261725946
265,"AR","Acropora robusta",2010,245.529261725946,204.130213629556
266,"AR","Acropora robusta",2009,149.793949654912,339.090255953794
266,"AR","Acropora robusta",2010,339.090255953794,461.956164106497
267,"AS","Acropora humilis",2009,261.784717815256,174.043373425742
267,"AS","Acropora humilis",2010,174.043373425742,51.904673740451
268,"AS","Acropora humilis",2009,72.3466838515903,94.7725268239142
268,"AS","Acropora humilis",2010,94.7725268239142,126.198914109175
269,"AS","Acropora humilis",2009,166.669209981839,155.163154463575
269,"AS","Acropora humilis",2010,155.163154463575,164.478611659067
269,"AS","Acropora humilis",2011,164.478611659067,90.345086537242
269,"AS","Acropora humilis",2012,90.345086537242,88.7590744402449
269,"AS","Acropora humilis",2013,88.7590744402449,65.0028393370272
271,"AS","Acropora humilis",2009,342.59336357775,265.248328523762
271,"AS","Acropora humilis",2010,265.248328523762,272.464406673793
271,"AS","Acropora humilis",2011,272.464406673793,353.599556936516
271,"AS","Acropora humilis",2012,353.599556936516,302.31430029226
271,"AS","Acropora humilis",2013,302.31430029226,331.212061408303
272,"AS","Acropora humilis",2009,26.2536445904499,44.7212825322053
272,"AS","Acropora humilis",2010,44.7212825322053,30.1717358425403
274,"AS","Acropora humilis",2009,387.364308053092,209.992330971381
274,"AS","Acropora humilis",2010,209.992330971381,192.626809361504
275,"AS","Acropora humilis",2009,296.712804900107,477.763399590616
275,"AS","Acropora humilis",2010,477.763399590616,517.106107487232
277,"AS","Acropora humilis",2009,495.066298320158,462.396747171624
277,"AS","Acropora humilis",2010,462.396747171624,536.980786860292
277,"AS","Acropora humilis",2011,536.980786860292,471.404864080352
277,"AS","Acropora humilis",2012,471.404864080352,444.460359759806
277,"AS","Acropora humilis",2013,444.460359759806,437.426844953031
278,"AS","Acropora humilis",2009,577.767167184089,728.613664467993
278,"AS","Acropora humilis",2010,728.613664467993,730.366697065147
278,"AS","Acropora humilis",2011,730.366697065147,787.267003482172
278,"AS","Acropora humilis",2012,787.267003482172,819.415529376517
278,"AS","Acropora humilis",2013,819.415529376517,809.930396033206
280,"AS","Acropora humilis",2009,426.686999007342,361.526293882585
280,"AS","Acropora humilis",2010,361.526293882585,307.658413470806
280,"AS","Acropora humilis",2011,307.658413470806,266.963818107956
280,"AS","Acropora humilis",2012,266.963818107956,250.00733447287
280,"AS","Acropora humilis",2013,250.00733447287,110.327490852862
281,"AS","Acropora humilis",2009,192.893005169792,168.024852409715
281,"AS","Acropora humilis",2010,168.024852409715,203.56807589997
281,"AS","Acropora humilis",2011,203.56807589997,213.452241605131
281,"AS","Acropora humilis",2012,213.452241605131,180.494760129923
281,"AS","Acropora humilis",2013,180.494760129923,135.717262406066
282,"AS","Acropora humilis",2009,106.632363840152,121.083223229978
282,"AS","Acropora humilis",2010,121.083223229978,119.461869588731
282,"AS","Acropora humilis",2011,119.461869588731,100.775975406812
282,"AS","Acropora humilis",2012,100.775975406812,80.3268050287124
282,"AS","Acropora humilis",2013,80.3268050287124,4.86959439062986
283,"AS","Acropora humilis",2009,43.9378324383665,89.8632047070032
283,"AS","Acropora humilis",2010,89.8632047070032,163.628230780912
283,"AS","Acropora humilis",2011,163.628230780912,175.189190211652
283,"AS","Acropora humilis",2012,175.189190211652,235.751481530134
283,"AS","Acropora humilis",2013,235.751481530134,250.881239182657
284,"AS","Acropora humilis",2009,340.184615294398,349.597198678425
284,"AS","Acropora humilis",2010,349.597198678425,307.340280421853
285,"AS","Acropora humilis",2009,119.132273625041,161.157227074357
285,"AS","Acropora humilis",2010,161.157227074357,168.960305385336
285,"AS","Acropora humilis",2011,168.960305385336,53.7110383285443
286,"AS","Acropora humilis",2009,216.201334511878,308.649244887278
286,"AS","Acropora humilis",2010,308.649244887278,372.209434818937
286,"AS","Acropora humilis",2011,372.209434818937,384.446994047968
286,"AS","Acropora humilis",2012,384.446994047968,417.923122301998
286,"AS","Acropora humilis",2013,417.923122301998,296.362194850393
287,"AS","Acropora humilis",2009,23.9939650451766,7.55969117649275
288,"AS","Acropora humilis",2009,189.150508660656,177.74665934649
288,"AS","Acropora humilis",2010,177.74665934649,111.26247220901
288,"AS","Acropora humilis",2011,111.26247220901,102.91552999543
288,"AS","Acropora humilis",2012,102.91552999543,77.0139227118991
288,"AS","Acropora humilis",2013,77.0139227118991,44.467611503251
289,"AS","Acropora humilis",2009,116.73541991182,137.658998608305
289,"AS","Acropora humilis",2010,137.658998608305,96.0599572407566
289,"AS","Acropora humilis",2011,96.0599572407566,155.157188920135
289,"AS","Acropora humilis",2012,155.157188920135,147.383082087979
289,"AS","Acropora humilis",2013,147.383082087979,143.239405186289
290,"AS","Acropora humilis",2009,749.162594276659,702.337193784141
290,"AS","Acropora humilis",2010,702.337193784141,798.14550730546
290,"AS","Acropora humilis",2011,798.14550730546,938.072169509416
290,"AS","Acropora humilis",2012,938.072169509416,832.660777229646
290,"AS","Acropora humilis",2013,832.660777229646,963.750466820482
291,"AS","Acropora humilis",2009,471.814895924112,507.95638019991
291,"AS","Acropora humilis",2010,507.95638019991,210.916480510176
291,"AS","Acropora humilis",2011,210.916480510176,50.8129584891186
292,"AS","Acropora humilis",2009,111.795019659167,156.622041187416
292,"AS","Acropora humilis",2010,156.622041187416,135.312363327002
293,"AS","Acropora humilis",2009,275.519439504119,343.342062093348
293,"AS","Acropora humilis",2010,343.342062093348,430.491100941893
